فارسی,english
مستينون(پريدوستيگمين)60کره اي,MESTINON (PYRIDOSTIGMINE BROMIDE 60 MG TAB
امگا,
نيچرميد مولتي پريناتال(قرص بارداري وشير,NATURE MADE MULTI PRENATA TAB
سنتري منيزيم 250م قرص,CENTURY MAGNESIUM TAB
شيف امگا 1000 کپسول 100 عددي,SCHIFF OMEGA 100 CAPSULES
رمينيل 4 م (گالانتامين  قرص,GALANTAMINE 4 MG TAB
رمينيل 12 ميلي,SEVELAMER   800MG  F.C.  TAB
لپونکس 100 م (کلوزاپين قرص نوارتيس,LEPONEX (CLOZAPINE 100 MG TAB NOVARTIS
استئوميکس جوشان(کلسيم) قرص,SANDOZ OSTEO-MIX CALCIUM EFF TAB
لايف استيل کلسيم د مينرال 120 عددي,LIFE STYL CAL D MINERAL
ويکريل نخ بخيه 04 ساده,ويکريل نخ بخيه 04 ساده
ويکريل رپيد نخ بخيه,ويکريل رپيد نخ بخيه
رپيد 05 (نخ بخيه,رپيد 05 (نخ بخيه
ويکريل نخ بخيه 03,ويکريل نخ بخيه 03
نوتري سنتري ريلکس300م,نوتري سنتري ريلکس300م
ايميون پلاس,
آنتي ايجينگ کوکيوتن پلاس,ANTI AGING CO Q10 PLUS CAP
آهن هلث ايدقرص باويتامين ث,HEALTH AID IRON WITH VITAMIN C TAB
لايف استيل آهن قرص,LIFE STYL IRON
سيتالوپرام هگزال قرص 20 ميلي گرم,CITALOPRAM HBR 20 MG FC TAB HEXAL
لايف استيل ادونس فرمولا,LIFE STYL ADVANCED FORMULA
کارن ال کارنيتين قرص,CAREN (CARNITINE 250 MG TAB
بتانکول 25قرص,BETHANECHOL CHLORIDE 25 MG TAB
فيناسترايد5ترکي (بروسکار,فيناسترايد5ترکي (بروسکار
ميکارديس پلاس 80/12.5 آلماني,MICARDISPLUS (TEMISARTAN 80 MG TAB GERMANY
استيلنوکس10(زولپيدم) قرص,STILNOX (ZOLPIDEM 10 MG TAB
تي اتيل پرازين خارجي قرص,THIETHYLPRAZINE TAB
کوريول(کارويدلول)6/25,CORYOL (CARVEDILOL 6.25 MG TAB
ديفرال 100م خارجي قرص,ديفرال 100م خارجي قرص
ايزوسوربايد 5 آلماني,ISOSORBIDE 5 MG TAB GERMANY
هيدرالازين 10هندي قرص,HYDRALAZINE 10 MG TABLET INDIA
سينگولرقرص 10م (مونته لوکاست,SINGULAIR (MONTELUKAST 10 MG TAB
بون ويوا(ايباندرونيت 150م قرص,BONVIVA (IBANDRONIC 150 MG TAB
ليکوئيد کلسيم پلاس اليت ورقي36عددي,ELITE OSTEO CALTEX 36 SOFTGELS
ترازوسين آپو 2 ميلي,APO-TERAZOSIN 2MG TAB
کپرا500قرص(ليوتيراستام خارجي,KEPPRA (LEVETIRASETAM 500 MG TAB
مولتي جوشان سوپراويت قرص,SUPRA VIT MULTIVITAMINS EFF TAB
زينک باويتامين ث جوشان نکس,NEXX ZINC PLUS VITAMIN C EFF TAB
سنتري مولتي ويتامين قرص,CENTURY SENTRY TAB
منيزيم جوشان قرص هاي هلث,MAGNESIUM EFF TAB
سنتري گلوکزامين+کندروتين (پلاس,CENTURY GLUCOSAMINE & CHONDROITIN TAB
کروميوم سنتري کروميوم 200م قرص,CENTURY CHROMIUM PICOLINATE TAB
تلتونال 480م قرص هگزال,TELTONAL 400 MG TAB HEXAL
سوتالول(هگزال)80,SOTALOL HCL 80 MG TAB HEXAL
ال-آرژنين 1000م قرص (پويان90عددي,KAREN L ARGININE 1000 MG TAB
کلسيم+ ث(ساندوز)جوشان,SANDOZ CALCIUM PLUS VIT C EFF TAB
سيتالوپرام جنريس قرص 40 ميلي گرم,CITALOPRAM HBR 40 MG FC TAB
پلاويکس قرص 75 ميلي گرم,CLOPIDOGREL BISULFATE 75MG TAB USA
دي والپروکس 250م اسوه قرص,DIVALPROEX 250 MG TAB OSVAH
ويتافيز آهن +ويتامين جوشان قرص,VITA FIZZ IRON PLUS  EFF TAB
وبرنچرال مولتي ويتامين قرص,WEBBER NATURALS MULTIVITAMIN TAB
وبرنچرال کلسيم دي قرص,WEBBER NATURALS CALCIUM D3 TAB
وبرنچرال گارليک سيرقرص 100عددي,WEBBER NATURALS GARLIC TAB
وبرنچرال کلسيم +منيزيم  قرص,WEBBER NATURALS CALCIUM MAG D TAB
پنير قرص (رني لسه,پنير قرص (رني لسه
بارداري سنتري مولتي پريناتال قرص,CENTURY PRENATAL TAB
مسترتامي امگا3پاستيلي,MR TOOMY OMEGA 3 CAP
استامينوفن 125ميلي شياف,ACETAMINOPHEN 125 MG PED SUPP
استامينوفن 325ميلي شياف,ACETAMINOPHEN SUPP
واژيفم واژينال(استراديول),ESTRADIOL 25 MCG VAGINAL TAB
رزول تراش کرم واژينال,RESOLVE TRUSH VAG CREAM
آنتي هموروئيد شياف,ANTIHEMORRHOID SUPPOSITORY
دالاسين(کليندامايسين واژينال 3عددي,DALACIN (CLINDAMYCIN VAG OVULE
کانازول قرص واژينال500,کانازول قرص واژينال500
بيزاکوديل اطفال شياف,BISACODYL 5 MG PED SUPP
بيزاکوديل بزرگسال شياف,BISACODYL 10 MG SUPP
ديازپام رکتال10 ديزيتين,DIAZEPAM 10MG RECTAL TUBE
باريج لکورکس واژينال کرم,LEUCOREX  VAG CREAM
پنتاسا (مسالازين شياف 1000م,PENTASA (MESALAZINE 1000MG SUPP
هيوسين اطفال شياف,HYOSCINE N-BUTYL BROMIDE 5 MG SUPPOSI
هيوسين بزرگسال شياف,HYOSCINE N-BUTYL BROMIDE 10 MG SUPPOSI
ايندومتاسين 100م شياف ايراني,INDOMETHACIN 100 MG SUPP IRANI
ديکلوفناک شياف  50م ايراني,DICLOFENAC SODIUM 50MG SUPP
آنوسول شياف( آنتي هموروئيد,ANUSOL (ANTIHEMORRHOID SUPPOSITORY
فيتورميل واژينال اوول,FITORMIL OVUL
کلوتريمازول کرم واژينال 2%,CLOTRIMAZOLE 2% 20 G VAG CREAM  500 MG
کلوتريمازول قرص واژينال,CLOTRIMAZOLE 100 MG VAG TAB
کلوتريمازول 1%کرم واژينال,CLOTRIMAZOLE 1% VAG CREAM
کلوژين (کلوتريمازول قرص واژينال 7عددي,CLOGYN (CLOTRIMAZOLE 100 MG VAG TAB
استروژن واژينال(هندي) کرم استرين,ESTRIN (CONJUGATED ESTROGENS VAG CR
پوويدون آيوداين ژل واژينال,POVIDONE IODINE 10% 80G VAG GEL
پوويدون ايدون دوش واژينال %10,POVIDONE IODINE 10% 250ML VAG DOUCHE
ميکونازول کرم واژينال,MICONAZOLE NITRATE 2% VAG CREAM
تريپل سولفاکرم واژينال,TRIPLE SULFA  VAGINAL CREAM
تريپل سولفاقرص واژينال,TRIPLE SULFA  VAG  TABLET
مترونيدازول قرص واژينال,METRONIDAZOLE 500 MG VAG TAB
نيستاتين قرص واژينال,NYSTATIN VAGINAL TAB PARS DARU
ديکلوفناک شياف 100م ايراني,DICLOFENAC SODIUM 100MG SUPP
ايندومتاسين 50 شياف,INDOMETHACIN 50 MG SUPP
استروژن واژينال کرم (اکوئين),EQUINE (CONJUGATED ESTROGENS CREAM
لوبري تيدي شياف,LUBRICATING GEL
ناپروکسن شياف خارجي,NAPROXEN 500 MG  SUPPOSITORY
ديازپام شياف خارجي,DIAZEPAM 5MG RECTAL TUBE
ديازپام رکتال10,DIAZEPAM 10MG RECTAL TUBE
کليندامايسين کرم واژينال,CLINDAMYCIN VAG CREAM
ميکوسين کرم واژينال,MYCOCIN (MICONAZOLE NITRATE CREAM VAGINAL
استروژن کونژوکه(استرومارين) کرم واژينال,CONJUGATED ESTROGENS 0.625MG/G VAG CREAM
دايجستيو ايد گلدن لايف 60 عددي,دايجستيو ايد گلدن لايف 60 عددي
آساکول 500م شياف (مسالازين),ASACOL (MESALAZINE 500MG SUPP
ناپروکسن 500 م شياف ايراني,NAPROXEN 500 MG  SUPPOSI IRANI
پروژسترون 400م ايراني شياف,PROGESTERONE 400 MG SUPP
پروژسترون 200ميلي شياف,PROGESTERONE 200 MG VAG SUPP
تريپل سولفاکرم واژينال همرابا14اپليکاتور,TRIPLE SULFA  VAGINAL CREAM 14 APPL
مترونيدازول ژل واژينال,METRONIDAZOLE 0.75% VAG GEL
کلرور پتاسيم,کلرور پتاسيم
گليسرين شياف بزرگسال 2 گرم,GLYCERIN 2 G SUPP
پيروکسيکام شياف,PIROXICAM 20MG SUPP
آساکول(مسالازين 4 گرمي انما,ASACOL (MESALAZINE 4 G ENEMA
ث جوشان اسوه 10عددي,OSVE VITAMIN C EFF 10 TAB
ويتامين ث جوشان اسوه 20عددي,OSVE VITAMIN C EFF 20 TAB
پاروکستين 20م (SEROXAT )قرص,PAROXETINE 20 MG TAB SEROXAT
آنتي ايجينگ کوکيوتين 100م  30عددي,ANTI AGING CO Q10 100 MG 30 CAP
تيزانيدين ايراني قرص,TIZANIDINE 4MG TAB IRANI
نکس جوشان همه قرصها,نکس جوشان همه قرصها
آهن باويتامين ث جوشان نکس,NEXX IROM PLUS VIT C EFF TAB
سان لايف کلسيم جوشان قرص,SUN LIFE CALCIUM EFF TAB
تي آرکيو  (کلسيم قرص 30عددي,تي آرکيو  (کلسيم قرص 30عددي
مستر تامي مولتي ويتامين بدون شکر,مستر تامي مولتي ويتامين بدون شکر
آنتي ايجينگ فوليک اسيد وب 12کپسول,ANTI AGING FOLIC ACID PLUS B12 CAP
اوروويتال آرتي شوک 60عددي,EURHO VITAL ARTISCHOCKEN TAB
نيچرميد منيزيم,NATURE MADE MAGNESIUM 250 MG TAB
مولتي ويتامين جوشان سيمرغ 20عددي,MULTIVITAMIN EFF TAB
ويتافيز زينک پلاس جوشان قرص,ويتافيز زينک پلاس جوشان قرص
فنوويل قرص گياهي,فنوويل قرص گياهي
سينارکل قرص گياهي,سينارکل قرص گياهي
فيتوون قرص گياهي,PHYTOVEN TAB
مولتي ويتامين جوشان اسوه 10 عددي,MULTIVITAMIN EFF TAB IRANI
استئوکر (کلسيم دي قرص,OSTEOCARE TAB
زينک جوشان 10عددي ايراني قرص,ZINC EFF 10 TAB IRANI
زينک جوشان 20عددايراني قرص,ZINC EFF 20 TAB IRANI
متفورمين قرص 1000 ميلي گرم,METFORMIN HCL 1000 MG TAB
رابپرازول قرص 20 ميلي گرم,RABEPRAZOLE 20MG TAB
سنتروم بالوتين قرص 100عددي,CENTRUM WITH LUTEIN 100 TABLETS
ديلي فوليک قرص ايراني,ديلي فوليک قرص ايراني
فسفات ساندوز قرص جوشان,فسفات ساندوز قرص جوشان
رابپرازول 20م خارجي قرص (پريت,PARIAT (RABEPRAZOLE 20MG TAB
مولتي ويتامين جوشان اطفال آرگوسول,MULTIVITAMIN EFF TAB
عبيدي کلد قرص,ABIDI COLD (ADULT COLD TAB
عبيدي کلد فورت قرص,ABIDI COLD FORT (ADULT COLD TAB
آسيکلووير قرص 800 ميلي گرم,ACICLOVIR 800 MG TAB
جنطيانا قص گياهي,جنطيانا قص گياهي
رازين قرص گياهي,رازين قرص گياهي
آسنترا50م  قرص (سرترالين,ASENTRA (SERTRALIN HCL 50 MG TAB
مينرال اسپورت اکتيو جوشان قرص,MINERAL SPORT ACTIVE EFF TAB
ويتامين اي جوشان HANSAL قرص,HANSAL VITAMIN E EFF TAB
پري گويت قرص (مولتي ويتامين شيرده اي,پري گويت قرص (مولتي ويتامين شيرده اي
پريتورساده40م  (تلمبزارتان قرص,پريتورساده40م  (تلمبزارتان قرص
شيف ملاتونين پلاس قرص,شيف ملاتونين پلاس قرص
ليپتور10م  قرص خارجي,LIPITOR (ATORVASTATIN 10 MG TAB
پنتوپرازول 40م باخترشيمي قرص,PANTOBIOZOLE (PANTOPRAZOL 40MG TAB
پويان ماسل گارد قرص 50عددي,پويان ماسل گارد قرص 50عددي
وبرنچرال فوليک اسيد1م قرص,WEBBER NATURALS FOLIC ACID 1 MG TAB
داپسون 100م قرص,DAPSONE 100MG TAB
هيدرالازين 25م خارجي 84عددي,HYDRALAZINE 25 MG 84 TABLETS
فني توئين گروت 100م قرص,PHENYTOIN SODIUM 100 MG CAP
تنوبايووير (تنوفوير 300م قرص,TENOBIOVIR® (TENOFOVIR 300 MG TAB
آزيترومايسين 250م قرص,AZITHROMYCIN DIHYDRATE 250MG TAB
دايجستيو   به کد 10147,دايجستيو   به کد 10147
نيچرگيفت ديلي پلاس قرص,NATURE'S GIFTS DAILY PLUS TAB
آملوديپين 5م قرص (بزيلات,BESYLATE (AMLODIPINE BESYLATE 5 MG
ليزينوپريل 5م ليزيرکس قرص,LISIREX (LISINOPRIL 5 MG TAB
دايجستو ايد قرص,NATURAL WORLD DIGESTIVE AID 30 TAB
دايجستيوايد 60عددي,NATURAL WORLD DIGESTIVE AID 60 TAB
دي والپروکس 250م (باختر قرص,DIVALBIOX (DIVALPROEX) 250 TAB
ادويل کلد قرص,ادويل کلد قرص
شينگايا 60عددي قرص بانوان,شينگايا 60عددي قرص بانوان
نيترازپام 5م ايراني قرص,NITRAZEPAM 5 MG TAB
پروناتال قرص فارماتون 30عددي,پروناتال قرص فارماتون 30عددي
کوزار100م قرص (لوزارتان )28عددي,کوزار100م قرص (لوزارتان )28عددي
کلسيم دي (ويتانچرال قرص,VITAN'S NATURAL CALCIUM-D TAB
کتوتيفن 1م قرص (دنرل),DENEREL (KETOTIFEN 1 MG TAB
بايولوزاکس (لوزار50/هيدروکلرتيازيد12.5 قرص,BIOLOZAX H 50/12.5 TAB
سيتريزين 5م خارجي قرص,CETIRIZINE 2 HCl 5 MG TAB
دومپريدون 10م ايراني قرص,DOMPERIDONE MALEATE 10MG TAB
ليزينوپريل 10م ليزيرکس قرص,LISIREX (LISINOPRIL 10 MG TAB
زيمکال جوشان 20ع قرص,HEALTH AID ZIMACAL EFF TAB
تين ويتال قرص هلث ايد,هلث ايد تين ويتال قرص
متوتروکسات (ابترکس 2/5 م قرص,EBETREX (METHOTREXATE  2.5 MG TAB
سيکلوژست 200 م شياف,CYCLOGEST (PROGESTERONE 200 MG SUPP
سولفاسالازين 500م خارجي قرص هندي,SULFASALAZINE 500 MG TAB INDIA
سيمواستاتين 20م هگزال قرص,SIMVASTATIN 20 MG TAB HEXAL
نياسين 500م قرص,NIACINAMIDE 500 MG TAB
نياسين 1000م قرص,NIACINAMIDE 1000 MG TAB
موبيک (ملوکسيکام 7/5م قرص,MOBIC (MELOXICAM 7.5 MG TAB
پاروکستين 20م يوروبيندو انگلستان قرص,PAROXETINE 20 MG TAB AUROBINDO
توپامکس 100م خارجي قرص,TOPAMAX (TOPIRAMATE 100MG TAB
جينسافلکس قرص,GINSAFLEX TAB
ابيليزول(آريپيپرازول  15م قرص,ABILIZOL(ARIPIPRAZOLE 15 MG TAB
سان لايف ويتامين ث جوشان قرص,SUN LIFE VITAMIN C EFF TAB
ث جوشان 20 عددي مينو انبه وپرتغال,VITAMIN C EFF 20 TAB IRANI
ويتامين ث+زينک پاستيل 60 عددي يا يا بيرز,ويتامين ث+زينک پاستيل 60 عددي يا يا بيرز
سيلوستازول 50 م(پليتال قرص 60عددي,PLETAL (SILOSTAZOL 50 MG TAB
فت برنر قرص چربي سوزقوطي,فت برنر قرص چربي سوزقوطي
سالويگل قرص,SALVIGOL TAB
سيکلوژست 400 م شياف,CYCLOGEST (PROGESTERONE 400 MG SUPP
ابيليزول(آريپيپرازول 5م قرص,ABILIZOL(ARIPIPRAZOLE 5 MG TAB
پانادول اکسترا قرص(استامينوفن 500م,پانادول اکسترا قرص(استامينوفن 500م
مستر تامي ويتامين ث پاستيلي,مستر تامي ويتامين ث پاستيلي
زست پرل 5م ليزينوپريل قرص,ZESTPREL (LISINOPRIL 5 MG TAB
کابرگولين 0/5م ايراني قرص,CABERGULINE 0.5 MG TAB
ساينار گياهي قرص,ساينار گياهي قرص
موتيدون 10م قرص (دومپريدون,موتيدون 10م قرص (دومپريدون
تارسيوا 150م قرص,تارسيوا 150م قرص
ابيليزول(آريپيپرازول 10م قرص,ABILIZOL(ARIPIPRAZOLE 10 MG TAB
ويتامين ث جوشان هانسل ليموئي قرص,HANSAL VITAMINC EFF LEMO TAB
آلگومد آلگوفيل  عددي قرص,
ث + زينک جوشان هلشي سين,VITAMIN C + zink  EFF TAB
آملوديپين 5م +آتورواستاتين 20م قرص,AMLODIPINE 5 MG +ATORVASTATINE 20 MG TAB
دي والپروکس 500م هندي قرص,DIVALPROEX 500MG TAB INDIA
ستادين دي شربت,
ب6 ويتامين ايران هورمن,VITAMIN B6 (PYRIDOXINE HCL) 40MG TAB
آسپرين باير قرص,ASA 80 MG EC TAB BAYER
ترازدون (ترازولکس 50م تهران شيمي قرص,TRAZOLEX (TRAZODONE HCL 50MG TAB
نيچرگيفت مکسي فلکس دو قلوي قرص,NATURE'S GIFTS MAXIFLEX
ياسنال(دونپزيل) قرص 5 ميلي گرم,YASNAL (DONEPEZIL 5MG TAB
ياسنال(دونپزيل) قرص 10 ميلي گرم,YASNAL (DONEPEZIL 10MG TAB
فلووکسامين(بايوکسامين 50م باختر,BIOVOXAMINE (FLUVOXAMINE 50 MG TAB
فورمولافورمن 60 عددي قرص,فورمولافورمن 60 عددي قرص
مولتي ويتامين جوشان ويتاپرا 20عددي,VITAPRA MULTIVITANIN EFF TAB
دي کلد (استامينوفن+سودوافدرين هيدروکلرايد,دي کلد (استامينوفن+سودوافدرين هيدروکلرايد
ادويل 200م قرص,ادويل 200م قرص
لايف استيل کلسيم د 120 عددي,LIFE STYL CAL D
ماينوسايکلين 100 م قرص,ماينوسايکلين 100 م قرص
ميگراتکس 100م قرص,MIGRATEX (SUMATRIPTAN SUCCINATE 100 MG FC TAB
اسپيرامايسين(روامايسين خارجي قرص,ROVAMYCIN (SPIRAMYCIN 500 MG TAB
مينيرين 60م ک گ(دسموپرسين قرص,MINIRIN MELT® 60MCG TAB SL
سفاکليمن قرص,سفاکليمن قرص
سفامادار قرص,سفامادار قرص
آترومد بي باريج اسانس قرص,ATROMED B
سان لايف کلسيم د جوشان قرص,SUN LIFE CALCIUM D EFF TAB
بون کمپلکس نچرال ورد  60عددي,NATURAL WORLD BONE COMPLEX 60 CAP
نچرال ورد بون کمپلکس 120عددي,NATURAL WORLD BONE COMPLEX 120 CAP
پاروکستين 20م ساندوز قرص,PAROXETINE 20 MG TAB SANDOZ
شيف سوپرانزيمال 45عددي قرص,شيف سوپرانزيمال 45عددي قرص
نيتروگليسيرين قرص 2/6 ميلي گرم,NITROGLYCERIN SR 2.6 MG 100 TABLETS
نيتروگليسيرين قرص 6/4 ميلي گرم,NITROGLYCERIN SR 6.4 MG 100 TABLETS
نيچرزاونلي کارتيژن مکس 1500م قرص,NATURES ONLY CARTIGEN MAX TAB
نيچرزاونلي کارتيژن فورت قرص,NATURES ONLY CARTIGEN FORT TAB
کلسيم 800م جوشان 17عددي,CALCIUM 800 MG EFF 17 TAB
آسپارتام(بايوسويت 18م قرص قند طبي,آسپارتام(بايوسويت 18م قرص قند طبي
پروپشيا28عددي قرص (فيناستريد 1م خارج,پروپشيا28عددي قرص (فيناستريد 1م خارج
بولدولاکس قرص گياهي,BULDOLAX  TAB
کارويدلول(کوريول 25م قرص,CORYOL (CARVEDILOL 25 MG TAB
سيلوستازول 100م (پليتال قرص 60عددي,PLETAL (SILOSTAZOL 100 MG TAB
ايزومکس قرص,ISOMAX (ISOFLAVONES TAB
سان لايف زينک+ويتامين ث و اي جوشان قرص,SUN LIFE ZINC PLUS EFF TAB
نوتري لبس مولتي ديلي قرص,نوتري لبس مولتي ديلي قرص
نوتري لبس ويتامين ث قرص,نوتري لبس ويتامين ث قرص
پراميپکسول 18% قرص 30 عددي خارجي,PRAMIPEXOLE 0.18 MG TAB TORRENT
کلوزاپين(کلوزاپکس 25م قرص,CLOZAPEX (CLOZAPINE 25 MG TAB
ويتانزنيچر پرگويت 30عددي (پريناتال,VITANE'S NATURE PREGVYTE TAB
گليکوويت درمافورت نارنجي قرص,GLYCOVIT DERMAFORT TAB
